dex_index,species_key,name,type1,type2,ability1,ability2,hp,attack,defense,sp_attack,sp_defense,speed,bst,catch_rate,gender_ratio,egg_group1,egg_group2,in_regional_dex,regional_dex_number,generation,keep,first_region_encountered,notes,count
1151,SPECIES_SALAZZLE_LARGE,Salazzle Large,Poison,Fire,Corrosion,,68,64,60,111,60,117,480,45,254,Monster,Dragon,FALSE,,7,,,,1
1152,SPECIES_TOGEDEMARU_LARGE,Togedemaru Large,Electric,Steel,Sturdy,,65,98,63,40,73,96,435,180,127,Field,Fairy,FALSE,,7,,,,1
1153,SPECIES_MIMIKYU_LARGE,Mimikyu Large,Ghost,Fairy,Disguise,,55,90,80,50,105,96,476,45,127,Amorphous,Amorphous,FALSE,,7,,,,1
1154,SPECIES_MIMIKYU_BUSTED_LARGE,Mimikyu Busted Large,Ghost,Fairy,Disguise,,55,90,80,50,105,96,476,45,127,Amorphous,Amorphous,FALSE,,7,,,,1
1155,SPECIES_KOMMO_O_LARGE,Kommo O Large,Dragon,Fighting,Overcoat,,75,110,125,100,105,85,600,45,127,Dragon,Dragon,FALSE,,7,,,,1
1156,SPECIES_MEOWTH_GALARIAN,Meowth Galarian,Steel,,Pickup,Tough Claws,50,65,55,40,40,40,290,255,127,Field,Field,FALSE,,1,,,,1
1157,SPECIES_PONYTA_GALARIAN,Ponyta Galarian,Psychic,,Run Away,Pastel Veil,50,85,55,65,65,90,410,190,127,Field,Field,FALSE,,1,,,,1
1158,SPECIES_RAPIDASH_GALARIAN,Rapidash Galarian,Psychic,Fairy,Run Away,Pastel Veil,65,100,70,80,80,105,500,60,127,Field,Field,FALSE,,1,,,,1
1159,SPECIES_SLOWPOKE_GALARIAN,Slowpoke Galarian,Psychic,,Gluttony,Own Tempo,90,65,65,40,40,15,315,190,127,Monster,Water 1,FALSE,,1,Yes,,,1
1160,SPECIES_SLOWBRO_GALARIAN,Slowbro Galarian,Poison,Psychic,Quick Draw,Own Tempo,95,100,95,100,70,30,490,75,127,Monster,Water 1,FALSE,,1,,,,1
1161,SPECIES_FARFETCHD_GALARIAN,Farfetchd Galarian,Fighting,,Steadfast,,52,95,55,58,62,55,377,45,127,Flying,Field,FALSE,,1,Yes,,,1
1162,SPECIES_WEEZING_GALARIAN,Weezing Galarian,Poison,Fairy,Levitate,Neutralizing Gas,65,90,120,85,70,60,490,60,127,Amorphous,Amorphous,FALSE,,1,,,,1
1163,SPECIES_MR_MIME_GALARIAN,Mr Mime Galarian,Ice,Psychic,Vital Spirit,Screen Cleaner,50,65,65,90,90,100,460,45,127,Human Like,Human Like,FALSE,,1,Yes,,,1
1164,SPECIES_ARTICUNO_GALARIAN,Articuno Galarian,Psychic,Flying,Competitive,,90,85,85,125,100,95,580,3,255,Undiscovered,Undiscovered,FALSE,,1,,,,1
1165,SPECIES_ZAPDOS_GALARIAN,Zapdos Galarian,Fighting,Flying,Defiant,,90,125,90,85,90,100,580,3,255,Undiscovered,Undiscovered,FALSE,,1,,,,1
1166,SPECIES_MOLTRES_GALARIAN,Moltres Galarian,Dark,Flying,Berserk,,90,85,90,100,125,90,580,3,255,Undiscovered,Undiscovered,FALSE,,1,,,,1
1167,SPECIES_SLOWKING_GALARIAN,Slowking Galarian,Poison,Psychic,Curious Medicine,Own Tempo,95,65,80,110,110,30,490,70,127,Monster,Water 1,FALSE,,2,,,,1
1168,SPECIES_CORSOLA_GALARIAN,Corsola Galarian,Ghost,,Weak Armor,,60,55,100,65,100,30,410,60,191,Water 1,Water 3,FALSE,,2,,,,1
1169,SPECIES_ZIGZAGOON_GALARIAN,Zigzagoon Galarian,Dark,Normal,Pickup,Gluttony,38,30,41,30,41,60,240,255,127,Field,Field,FALSE,,3,,,,1
1170,SPECIES_LINOONE_GALARIAN,Linoone Galarian,Dark,Normal,Pickup,Gluttony,78,70,61,50,61,100,420,90,127,Field,Field,FALSE,,3,,,,1
1171,SPECIES_DARUMAKA_GALARIAN,Darumaka Galarian,Ice,,Hustle,,70,90,45,15,45,50,315,120,127,Field,Field,FALSE,,5,,,,1
1172,SPECIES_DARMANITAN_GALARIAN,Darmanitan Galarian,Ice,,Gorilla Tactics,,105,140,55,30,55,95,480,60,127,Field,Field,FALSE,,5,,,,1
1173,SPECIES_YAMASK_GALARIAN,Yamask Galarian,Ground,Ghost,Wandering Spirit,,38,55,85,30,65,30,303,190,127,Mineral,Amorphous,FALSE,,5,,,,1
1174,SPECIES_STUNFISK_GALARIAN,Stunfisk Galarian,Ground,Steel,Mimicry,,109,81,99,66,84,32,471,75,127,Water 1,Amorphous,FALSE,,5,,,,1
1175,SPECIES_PIKACHU_COSPLAY,Pikachu Cosplay,Electric,,Static,,35,55,40,50,50,90,320,190,127,Undiscovered,Undiscovered,FALSE,,1,,,,1
1176,SPECIES_PIKACHU_ROCK_STAR,Pikachu Rock Star,Electric,,Static,,35,55,40,50,50,90,320,190,127,Undiscovered,Undiscovered,FALSE,,1,,,,1
1177,SPECIES_PIKACHU_BELLE,Pikachu Belle,Electric,,Static,,35,55,40,50,50,90,320,190,127,Undiscovered,Undiscovered,FALSE,,1,,,,1
1178,SPECIES_PIKACHU_POP_STAR,Pikachu Pop Star,Electric,,Static,,35,55,40,50,50,90,320,190,127,Undiscovered,Undiscovered,FALSE,,1,,,,1
1179,SPECIES_PIKACHU_PH_D,Pikachu Ph D,Electric,,Static,,35,55,40,50,50,90,320,190,127,Undiscovered,Undiscovered,FALSE,,1,,,,1
1180,SPECIES_PIKACHU_LIBRE,Pikachu Libre,Electric,,Static,,35,55,40,50,50,90,320,190,127,Undiscovered,Undiscovered,FALSE,,1,,,,1
1181,SPECIES_PIKACHU_ORIGINAL_CAP,Pikachu Original Cap,Electric,,Static,,35,55,40,50,50,90,320,190,0,Undiscovered,Undiscovered,FALSE,,1,,,,1
1182,SPECIES_PIKACHU_HOENN_CAP,Pikachu Hoenn Cap,Electric,,Static,,35,55,40,50,50,90,320,190,0,Undiscovered,Undiscovered,FALSE,,1,,,,1
1183,SPECIES_PIKACHU_SINNOH_CAP,Pikachu Sinnoh Cap,Electric,,Static,,35,55,40,50,50,90,320,190,0,Undiscovered,Undiscovered,FALSE,,1,,,,1
1184,SPECIES_PIKACHU_UNOVA_CAP,Pikachu Unova Cap,Electric,,Static,,35,55,40,50,50,90,320,190,0,Undiscovered,Undiscovered,FALSE,,1,,,,1
1185,SPECIES_PIKACHU_KALOS_CAP,Pikachu Kalos Cap,Electric,,Static,,35,55,40,50,50,90,320,190,0,Undiscovered,Undiscovered,FALSE,,1,,,,1
1186,SPECIES_PIKACHU_ALOLA_CAP,Pikachu Alola Cap,Electric,,Static,,35,55,40,50,50,90,320,190,0,Undiscovered,Undiscovered,FALSE,,1,Yes,,,1
1187,SPECIES_PIKACHU_PARTNER_CAP,Pikachu Partner Cap,Electric,,Static,,35,55,40,50,50,90,320,190,0,Undiscovered,Undiscovered,FALSE,,1,,,,1
1188,SPECIES_PIKACHU_WORLD_CAP,Pikachu World Cap,Electric,,Static,,35,55,40,50,50,90,320,190,0,Undiscovered,Undiscovered,FALSE,,1,,,,1
1189,SPECIES_CASTFORM_SUNNY,Castform Sunny,Fire,,Forecast,,70,70,70,70,70,70,420,45,127,Fairy,Amorphous,FALSE,,3,,,,1
1190,SPECIES_CASTFORM_RAINY,Castform Rainy,Water,,Forecast,,70,70,70,70,70,70,420,45,127,Fairy,Amorphous,FALSE,,3,,,,1
1191,SPECIES_CASTFORM_SNOWY,Castform Snowy,Ice,,Forecast,,70,70,70,70,70,70,420,45,127,Fairy,Amorphous,FALSE,,3,,,,1
1192,SPECIES_CHERRIM_SUNSHINE,Cherrim Sunshine,Grass,,Flower Gift,,70,90,70,87,117,85,519,75,127,Fairy,Grass,FALSE,,4,,,,1
1193,SPECIES_SHELLOS_EAST_SEA,Shellos East Sea,Water,,Sticky Hold,Storm Drain,76,48,48,57,62,34,325,190,127,Water 1,Amorphous,FALSE,,4,,,,1
1194,SPECIES_GASTRODON_EAST_SEA,Gastrodon East Sea,Water,Ground,Sticky Hold,Storm Drain,111,83,68,92,82,39,475,75,127,Water 1,Amorphous,FALSE,,4,,,,1
1195,SPECIES_DIALGA_ORIGIN,Dialga Origin,Steel,Dragon,Pressure,,100,100,120,150,120,90,680,30,255,Undiscovered,Undiscovered,FALSE,,4,,,,1
1196,SPECIES_PALKIA_ORIGIN,Palkia Origin,Water,Dragon,Pressure,,90,100,100,150,120,120,680,45,255,Undiscovered,Undiscovered,FALSE,,4,,,,1
1197,SPECIES_BASCULIN_BLUE_STRIPED,Basculin Blue Striped,Water,,Rock Head,Adaptability,70,92,65,80,55,98,460,25,127,Water 2,Water 2,FALSE,,5,,,,1
1198,SPECIES_BASCULIN_WHITE_STRIPED,Basculin White Striped,Water,,Rattled,Adaptability,70,92,65,80,55,98,460,25,127,Water 2,Water 2,FALSE,,5,,,,1
1199,SPECIES_DARMANITAN_ZEN_MODE,Darmanitan Zen Mode,Fire,Psychic,Sheer Force,,105,30,105,140,105,55,540,60,127,Field,Field,FALSE,,5,,,,1
1200,SPECIES_DARMANITAN_ZEN_MODE_GALARIAN,Darmanitan Zen Mode Galarian,Ice,Fire,Gorilla Tactics,,105,160,55,30,55,135,540,60,127,Field,Field,FALSE,,5,,,,1
1201,SPECIES_DEERLING_SUMMER,Deerling Summer,Normal,Grass,Chlorophyll,Sap Sipper,60,60,50,40,50,75,335,190,127,Field,Field,FALSE,,5,,,,1
1202,SPECIES_DEERLING_AUTUMN,Deerling Autumn,Normal,Grass,Chlorophyll,Sap Sipper,60,60,50,40,50,75,335,190,127,Field,Field,FALSE,,5,,,,1
1203,SPECIES_DEERLING_WINTER,Deerling Winter,Normal,Grass,Chlorophyll,Sap Sipper,60,60,50,40,50,75,335,190,127,Field,Field,FALSE,,5,,,,1
1204,SPECIES_SAWSBUCK_SUMMER,Sawsbuck Summer,Normal,Grass,Chlorophyll,Sap Sipper,80,100,70,60,70,95,475,75,127,Field,Field,FALSE,,5,,,,1
1205,SPECIES_SAWSBUCK_AUTUMN,Sawsbuck Autumn,Normal,Grass,Chlorophyll,Sap Sipper,80,100,70,60,70,95,475,75,127,Field,Field,FALSE,,5,,,,1
1206,SPECIES_SAWSBUCK_WINTER,Sawsbuck Winter,Normal,Grass,Chlorophyll,Sap Sipper,80,100,70,60,70,95,475,75,127,Field,Field,FALSE,,5,,,,1
1207,SPECIES_TORNADUS_THERIAN,Tornadus Therian,Flying,,Regenerator,,79,100,80,110,90,121,580,3,0,Undiscovered,Undiscovered,FALSE,,5,,,,1
1208,SPECIES_THUNDURUS_THERIAN,Thundurus Therian,Electric,Flying,Volt Absorb,,79,105,70,145,80,101,580,3,0,Undiscovered,Undiscovered,FALSE,,5,,,,1
1209,SPECIES_LANDORUS_THERIAN,Landorus Therian,Ground,Flying,Intimidate,,89,145,90,105,80,91,600,3,0,Undiscovered,Undiscovered,FALSE,,5,,,,1
1210,SPECIES_KYUREM_WHITE,Kyurem White,Dragon,Ice,Turboblaze,,125,120,90,170,100,95,700,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
1211,SPECIES_KYUREM_BLACK,Kyurem Black,Dragon,Ice,Teravolt,,125,170,100,120,90,95,700,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
1212,SPECIES_KELDEO_RESOLUTE,Keldeo Resolute,Water,Fighting,Justified,,91,72,90,129,90,108,580,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
1213,SPECIES_MELOETTA_PIROUETTE,Meloetta Pirouette,Normal,Fighting,Serene Grace,,100,128,90,77,77,128,600,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
1214,SPECIES_GENESECT_DOUSE_DRIVE,Genesect Douse Drive,Bug,Steel,Download,,71,120,95,120,95,99,600,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
1215,SPECIES_GENESECT_SHOCK_DRIVE,Genesect Shock Drive,Bug,Steel,Download,,71,120,95,120,95,99,600,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
1216,SPECIES_GENESECT_BURN_DRIVE,Genesect Burn Drive,Bug,Steel,Download,,71,120,95,120,95,99,600,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
1217,SPECIES_GENESECT_CHILL_DRIVE,Genesect Chill Drive,Bug,Steel,Download,,71,120,95,120,95,99,600,3,255,Undiscovered,Undiscovered,FALSE,,5,,,,1
1218,SPECIES_GRENINJA_BATTLE_BOND,Greninja Battle Bond,Water,Dark,Battle Bond,,72,95,67,103,71,122,530,45,0,Undiscovered,Undiscovered,FALSE,,6,,,,1
1219,SPECIES_GRENINJA_ASH,Greninja Ash,Water,Dark,Battle Bond,,72,145,67,153,71,132,640,45,0,Undiscovered,Undiscovered,FALSE,,6,,,,1
1220,SPECIES_VIVILLON_POLAR,Vivillon Polar,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1221,SPECIES_VIVILLON_TUNDRA,Vivillon Tundra,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1222,SPECIES_VIVILLON_CONTINENTAL,Vivillon Continental,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1223,SPECIES_VIVILLON_GARDEN,Vivillon Garden,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1224,SPECIES_VIVILLON_ELEGANT,Vivillon Elegant,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1225,SPECIES_VIVILLON_MEADOW,Vivillon Meadow,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1226,SPECIES_VIVILLON_MODERN,Vivillon Modern,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1227,SPECIES_VIVILLON_MARINE,Vivillon Marine,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1228,SPECIES_VIVILLON_ARCHIPELAGO,Vivillon Archipelago,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1229,SPECIES_VIVILLON_HIGH_PLAINS,Vivillon High Plains,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1230,SPECIES_VIVILLON_SANDSTORM,Vivillon Sandstorm,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1231,SPECIES_VIVILLON_RIVER,Vivillon River,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1232,SPECIES_VIVILLON_MONSOON,Vivillon Monsoon,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1233,SPECIES_VIVILLON_SAVANNA,Vivillon Savanna,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1234,SPECIES_VIVILLON_SUN,Vivillon Sun,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1235,SPECIES_VIVILLON_OCEAN,Vivillon Ocean,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1236,SPECIES_VIVILLON_JUNGLE,Vivillon Jungle,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1237,SPECIES_VIVILLON_FANCY,Vivillon Fancy,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1238,SPECIES_VIVILLON_POKE_BALL,Vivillon Poke Ball,Bug,Flying,Shield Dust,Compound Eyes,80,52,50,90,50,89,411,45,127,Bug,Bug,FALSE,,6,,,,1
1239,SPECIES_FLABEBE_YELLOW_FLOWER,Flabebe Yellow Flower,Fairy,,Flower Veil,,44,38,39,61,79,42,303,225,254,Fairy,Fairy,FALSE,,6,No,,,1
1240,SPECIES_FLABEBE_ORANGE_FLOWER,Flabebe Orange Flower,Fairy,,Flower Veil,,44,38,39,61,79,42,303,225,254,Fairy,Fairy,FALSE,,6,No,,,1
1241,SPECIES_FLABEBE_BLUE_FLOWER,Flabebe Blue Flower,Fairy,,Flower Veil,,44,38,39,61,79,42,303,225,254,Fairy,Fairy,FALSE,,6,No,,,1
1242,SPECIES_FLABEBE_WHITE_FLOWER,Flabebe White Flower,Fairy,,Flower Veil,,44,38,39,61,79,42,303,225,254,Fairy,Fairy,FALSE,,6,No,,,1
1243,SPECIES_FLOETTE_YELLOW_FLOWER,Floette Yellow Flower,Fairy,,Flower Veil,,54,45,47,75,98,52,371,120,254,Fairy,Fairy,FALSE,,6,No,,,1
1244,SPECIES_FLOETTE_ORANGE_FLOWER,Floette Orange Flower,Fairy,,Flower Veil,,54,45,47,75,98,52,371,120,254,Fairy,Fairy,FALSE,,6,No,,,1
1245,SPECIES_FLOETTE_BLUE_FLOWER,Floette Blue Flower,Fairy,,Flower Veil,,54,45,47,75,98,52,371,120,254,Fairy,Fairy,FALSE,,6,No,,,1
1246,SPECIES_FLOETTE_WHITE_FLOWER,Floette White Flower,Fairy,,Flower Veil,,54,45,47,75,98,52,371,120,254,Fairy,Fairy,FALSE,,6,No,,,1
1247,SPECIES_FLOETTE_ETERNAL_FLOWER,Floette Eternal Flower,Fairy,,Flower Veil,,74,65,67,125,128,92,551,120,254,Undiscovered,Undiscovered,FALSE,,6,No,,,1
1248,SPECIES_FLORGES_YELLOW_FLOWER,Florges Yellow Flower,Fairy,,Flower Veil,,78,65,68,112,154,75,552,45,254,Fairy,Fairy,FALSE,,6,No,,,1
1249,SPECIES_FLORGES_ORANGE_FLOWER,Florges Orange Flower,Fairy,,Flower Veil,,78,65,68,112,154,75,552,45,254,Fairy,Fairy,FALSE,,6,No,,,1
1250,SPECIES_FLORGES_BLUE_FLOWER,Florges Blue Flower,Fairy,,Flower Veil,,78,65,68,112,154,75,552,45,254,Fairy,Fairy,FALSE,,6,No,,,1
1251,SPECIES_FLORGES_WHITE_FLOWER,Florges White Flower,Fairy,,Flower Veil,,78,65,68,112,154,75,552,45,254,Fairy,Fairy,FALSE,,6,No,,,1
1252,SPECIES_FURFROU_HEART,Furfrou Heart,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1253,SPECIES_FURFROU_STAR,Furfrou Star,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1254,SPECIES_FURFROU_DIAMOND,Furfrou Diamond,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1255,SPECIES_FURFROU_DEBUTANTE,Furfrou Debutante,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1256,SPECIES_FURFROU_MATRON,Furfrou Matron,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1257,SPECIES_FURFROU_DANDY,Furfrou Dandy,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1258,SPECIES_FURFROU_LA_REINE,Furfrou La Reine,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1259,SPECIES_FURFROU_KABUKI,Furfrou Kabuki,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1260,SPECIES_FURFROU_PHARAOH,Furfrou Pharaoh,Normal,,Fur Coat,,75,80,60,65,90,102,472,160,127,Field,Field,FALSE,,6,,,,1
1261,SPECIES_AEGISLASH_BLADE,Aegislash Blade,Steel,Ghost,Stance Change,,60,140,50,140,50,60,500,45,127,Mineral,Mineral,FALSE,,6,,,,1
1262,SPECIES_PUMPKABOO_SMALL,Pumpkaboo Small,Ghost,Grass,Pickup,Frisk,44,66,70,44,55,56,335,120,127,Amorphous,Amorphous,FALSE,,6,,,,1
1263,SPECIES_PUMPKABOO_LARGE,Pumpkaboo Large,Ghost,Grass,Pickup,Frisk,54,66,70,44,55,46,335,120,127,Amorphous,Amorphous,FALSE,,6,,,,1
1264,SPECIES_PUMPKABOO_SUPER,Pumpkaboo Super,Ghost,Grass,Pickup,Frisk,59,66,70,44,55,41,335,120,127,Amorphous,Amorphous,FALSE,,6,,,,1
1265,SPECIES_GOURGEIST_SMALL,Gourgeist Small,Ghost,Grass,Pickup,Frisk,55,85,122,58,75,99,494,60,127,Amorphous,Amorphous,FALSE,,6,,,,1
1266,SPECIES_GOURGEIST_LARGE,Gourgeist Large,Ghost,Grass,Pickup,Frisk,75,95,122,58,75,69,494,60,127,Amorphous,Amorphous,FALSE,,6,,,,1
1267,SPECIES_GOURGEIST_SUPER,Gourgeist Super,Ghost,Grass,Pickup,Frisk,85,100,122,58,75,54,494,60,127,Amorphous,Amorphous,FALSE,,6,,,,1
1268,SPECIES_XERNEAS_ACTIVE,Xerneas Active,Fairy,,Fairy Aura,,126,131,95,131,98,99,680,45,255,Undiscovered,Undiscovered,FALSE,,6,No,,,1
1269,SPECIES_ZYGARDE_10,Zygarde 10,Dragon,Ground,Aura Break,,54,100,71,61,85,115,486,3,255,Undiscovered,Undiscovered,FALSE,,6,,,,1
1270,SPECIES_ZYGARDE_10_POWER_CONSTRUCT,Zygarde 10 Power Construct,Dragon,Ground,Power Construct,,54,100,71,61,85,115,486,3,255,Undiscovered,Undiscovered,FALSE,,6,,,,1
1271,SPECIES_ZYGARDE_50_POWER_CONSTRUCT,Zygarde 50 Power Construct,Dragon,Ground,Power Construct,,108,100,121,81,95,95,600,3,255,Undiscovered,Undiscovered,FALSE,,6,,,,1
1272,SPECIES_ZYGARDE_10_COMPLETE,Zygarde 10 Complete,Dragon,Ground,Power Construct,,216,100,121,91,95,85,708,3,255,Undiscovered,Undiscovered,FALSE,,6,,,,1
1273,SPECIES_ZYGARDE_50_COMPLETE,Zygarde 50 Complete,Dragon,Ground,Power Construct,,216,100,121,91,95,85,708,3,255,Undiscovered,Undiscovered,FALSE,,6,,,,1
1274,SPECIES_HOOPA_UNBOUND,Hoopa Unbound,Psychic,Dark,Magician,,80,160,60,170,130,80,680,3,255,Undiscovered,Undiscovered,FALSE,,6,,,,1
1275,SPECIES_ORICORIO_POM_POM,Oricorio Pom Pom,Electric,Flying,Dancer,,75,70,70,98,70,93,476,45,191,Flying,Flying,FALSE,,7,,,,1
1276,SPECIES_ORICORIO_PAU,Oricorio Pau,Psychic,Flying,Dancer,,75,70,70,98,70,93,476,45,191,Flying,Flying,FALSE,,7,,,,1
1277,SPECIES_ORICORIO_SENSU,Oricorio Sensu,Ghost,Flying,Dancer,,75,70,70,98,70,93,476,45,191,Flying,Flying,FALSE,,7,,,,1
1278,SPECIES_ROCKRUFF_OWN_TEMPO,Rockruff Own Tempo,Rock,,Own Tempo,,45,65,40,30,40,60,280,190,127,Field,Field,FALSE,,7,,,,1
1279,SPECIES_LYCANROC_MIDNIGHT,Lycanroc Midnight,Rock,,Keen Eye,Vital Spirit,85,115,75,55,75,82,487,90,127,Field,Field,FALSE,,7,,,,1
1280,SPECIES_LYCANROC_DUSK,Lycanroc Dusk,Rock,,Tough Claws,,75,117,65,55,65,110,487,90,127,Field,Field,FALSE,,7,,,,1
1281,SPECIES_WISHIWASHI_SCHOOL,Wishiwashi School,Water,,Schooling,,45,140,130,140,135,30,620,60,127,Water 2,Water 2,FALSE,,7,,,,1
1282,SPECIES_MINIOR_METEOR_ORANGE,Minior Meteor Orange,Rock,Flying,Shields Down,,60,60,100,60,100,60,440,30,255,Mineral,Mineral,FALSE,,7,,,,1
1283,SPECIES_MINIOR_METEOR_YELLOW,Minior Meteor Yellow,Rock,Flying,Shields Down,,60,60,100,60,100,60,440,30,255,Mineral,Mineral,FALSE,,7,,,,1
1284,SPECIES_MINIOR_METEOR_GREEN,Minior Meteor Green,Rock,Flying,Shields Down,,60,60,100,60,100,60,440,30,255,Mineral,Mineral,FALSE,,7,,,,1
1285,SPECIES_MINIOR_METEOR_BLUE,Minior Meteor Blue,Rock,Flying,Shields Down,,60,60,100,60,100,60,440,30,255,Mineral,Mineral,FALSE,,7,,,,1
1286,SPECIES_MINIOR_METEOR_INDIGO,Minior Meteor Indigo,Rock,Flying,Shields Down,,60,60,100,60,100,60,440,30,255,Mineral,Mineral,FALSE,,7,,,,1
1287,SPECIES_MINIOR_METEOR_VIOLET,Minior Meteor Violet,Rock,Flying,Shields Down,,60,60,100,60,100,60,440,30,255,Mineral,Mineral,FALSE,,7,,,,1
1288,SPECIES_MINIOR_CORE_RED,Minior Core Red,Rock,Flying,Shields Down,,60,100,60,100,60,120,500,30,255,Mineral,Mineral,FALSE,,7,,,,1
1289,SPECIES_MINIOR_CORE_ORANGE,Minior Core Orange,Rock,Flying,Shields Down,,60,100,60,100,60,120,500,30,255,Mineral,Mineral,FALSE,,7,,,,1
1290,SPECIES_MINIOR_CORE_YELLOW,Minior Core Yellow,Rock,Flying,Shields Down,,60,100,60,100,60,120,500,30,255,Mineral,Mineral,FALSE,,7,,,,1
1291,SPECIES_MINIOR_CORE_GREEN,Minior Core Green,Rock,Flying,Shields Down,,60,100,60,100,60,120,500,30,255,Mineral,Mineral,FALSE,,7,,,,1
1292,SPECIES_MINIOR_CORE_BLUE,Minior Core Blue,Rock,Flying,Shields Down,,60,100,60,100,60,120,500,30,255,Mineral,Mineral,FALSE,,7,,,,1
1293,SPECIES_MINIOR_CORE_INDIGO,Minior Core Indigo,Rock,Flying,Shields Down,,60,100,60,100,60,120,500,30,255,Mineral,Mineral,FALSE,,7,,,,1
1294,SPECIES_MINIOR_CORE_VIOLET,Minior Core Violet,Rock,Flying,Shields Down,,60,100,60,100,60,120,500,30,255,Mineral,Mineral,FALSE,,7,,,,1
1295,SPECIES_MIMIKYU_BUSTED,Mimikyu Busted,Ghost,Fairy,Disguise,,55,90,80,50,105,96,476,45,127,Amorphous,Amorphous,FALSE,,7,,,,1
1296,SPECIES_NECROZMA_DUSK_MANE,Necrozma Dusk Mane,Psychic,Steel,Prism Armor,,97,157,127,113,109,77,680,255,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
1297,SPECIES_NECROZMA_DAWN_WINGS,Necrozma Dawn Wings,Psychic,Ghost,Prism Armor,,97,113,109,157,127,77,680,255,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
1298,SPECIES_NECROZMA_ULTRA_DUSK_MANE,Necrozma Ultra Dusk Mane,Psychic,Dragon,Neuroforce,,97,167,97,167,97,129,754,255,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
1299,SPECIES_NECROZMA_ULTRA_DAWN_WINGS,Necrozma Ultra Dawn Wings,Psychic,Dragon,Neuroforce,,97,167,97,167,97,129,754,255,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
1300,SPECIES_MAGEARNA_ORIGINAL,Magearna Original,Steel,Fairy,Soul Heart,,80,95,115,130,115,65,600,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
1301,SPECIES_PIKACHU_PARTNER,Pikachu Partner,Electric,,Static,,45,80,50,70,60,120,425,190,127,Field,Fairy,FALSE,,1,,,,1
